RosTime,Stream,GTOdomX,GTOdomY,GTOdomZ,GTQX,GTQY,GTQZ,GTQW,GTYaw,VIOX,VIOY,VIOZ,VIOQX,VIOQY,VIOQZ,VIOQW,VIOYaw
1776788777.326354980,VIO,,,,,,,,,2.00416926379,1.10690022562,1.41340485786,0.00343853374163,-0.000431709437524,0.0237809414457,0.999711186762,0.0475631338229
1776788777.360914946,VIO,,,,,,,,,2.00438429766,1.11664597946,1.41639610463,0.0061025464733,-0.000836647615247,0.0351136846264,0.999364342019,0.0702303908997
1776788777.366910934,VIO,,,,,,,,,2.00441642125,1.11832488837,1.41697632385,0.00633327699179,-0.000891267536265,0.0371147734875,0.999290542752,0.0742339440764
1776788777.369914055,VIO,,,,,,,,,2.00443294722,1.11916410976,1.41727248732,0.00641469879191,-0.000921249029103,0.0381285767184,0.999251827407,0.0762623892881
1776788777.366910934,GT,2.00270462036,1.01988995075,1.42044043541,0.00183649225558,0.000261985722813,0.0563238275899,0.998410862527,0.112708082798,,,,,,,,
1776788777.375914097,VIO,,,,,,,,,2.00446791696,1.12083685169,1.41787551688,0.00647831988264,-0.000970432560524,0.0401874889155,0.999170683801,0.0803825262833
1776788777.381913185,VIO,,,,,,,,,2.00450452719,1.12250397566,1.41849417054,0.00655944358875,-0.00101057396208,0.042278827116,0.999083806904,0.0845679706345
1776788777.384913921,GT,2.00277709961,1.02027654648,1.42200136185,0.00215012005226,0.00014803158971,0.0625036937109,0.998042456914,0.125089280297,,,,,,,,
1776788777.396912813,VIO,,,,,,,,,2.0045929221,1.1266463579,1.42011389689,0.0072315525076,-0.00113062043808,0.0477080920537,0.998834502957,0.0954338352979
1776788777.405915976,GT,2.00277709961,1.02027654648,1.42200136185,0.00215012005226,0.00014803158971,0.0625036937109,0.998042456914,0.125089280297,,,,,,,,
1776788777.405915976,VIO,,,,,,,,,2.00464643205,1.12911516115,1.42113915858,0.00815125790284,-0.00128052465879,0.0510992303933,0.998659494475,0.102219091162
1776788777.411916971,VIO,,,,,,,,,2.00468100012,1.13075191418,1.42184198955,0.00894594388472,-0.00144016594446,0.0534121369814,0.998531441485,0.106845587022
1776788777.420921087,VIO,,,,,,,,,2.00472791558,1.13319589422,1.42292219347,0.0103336647245,-0.00178018107375,0.0569719053805,0.998320714163,0.11396347462
1776788777.426919937,VIO,,,,,,,,,2.00475698252,1.1348157996,1.42365852665,0.011181438069,-0.00201462715772,0.0593880865797,0.998170312067,0.118794704729
1776788777.426919937,GT,2.0029540062,1.02111363411,1.42619109154,0.00625166459647,-0.000540946912496,0.0783567254379,0.996905672086,0.156864619293,,,,,,,,
1776788777.435922861,VIO,,,,,,,,,2.0048011447,1.13723377745,1.42478920985,0.0121182643931,-0.00234657236494,0.0631076907949,0.997930388669,0.126234717606
1776788777.441921949,VIO,,,,,,,,,2.00769524298,1.18279631381,1.41860875394,0.0113394073823,-0.00197091593132,0.0674332320424,0.997657402392,0.134916766698
1776788777.444923878,GT,2.0029797554,1.02122080326,1.42684626579,0.00704195292993,-0.000751199764609,0.0807948363955,0.996705643137,0.16175173103,,,,,,,,
1776788777.450918913,VIO,,,,,,,,,2.00524998207,1.19021525628,1.42180483042,0.0153542387138,-0.00204802530787,0.0441414265329,0.998905194405,0.0882390784605
1776788777.456918001,VIO,,,,,,,,,2.00527596228,1.19265861983,1.42251616966,0.0156818781076,-0.00221262304771,0.0467556674213,0.998780802059,0.0934655702439
1776788777.465922117,GT,2.0031170845,1.02171051502,1.43067908287,0.00938743729504,-0.00159338963849,0.0949050115964,0.99544081618,0.190059217898,,,,,,,,
1776788777.465922117,VIO,,,,,,,,,2.00531626767,1.19630417592,1.42360518542,0.0162731642442,-0.00243302129458,0.0507589730938,0.998575380822,0.101470320374
1776788777.471926928,VIO,,,,,,,,,2.00534432584,1.19871943991,1.4243452245,0.0166782662175,-0.00258431502579,0.0534708826593,0.998426773208,0.106893337822
1776788777.480923891,VIO,,,,,,,,,2.00538352616,1.20231719598,1.42547675963,0.0173262195469,-0.00282001945401,0.0576133141786,0.998184630034,0.11517755705
1776788777.486921072,VIO,,,,,,,,,2.00366416875,1.29663573477,1.41164426252,0.00689241510866,-0.00195799077346,0.0691242828805,0.997582324624,0.138329700095
1776788777.486921072,GT,2.00315237045,1.0218102932,1.43178939819,0.0100054622344,-0.00174977749968,0.0989490861124,0.995040673989,0.198179358927,,,,,,,,
1776788777.489924192,VIO,,,,,,,,,2.00363352436,1.29888550833,1.41190945022,0.00722236143192,-0.00206734182221,0.0705319799904,0.997481229594,0.141148868915
1776788777.495924950,VIO,,,,,,,,,2.00357276667,1.3033766887,1.41245201967,0.00803894489111,-0.00234966950733,0.0733735876483,0.997269357322,0.146838307779
1776788777.501925945,VIO,,,,,,,,,2.0035135935,1.30786147793,1.41300894996,0.00891328989138,-0.00266707033074,0.0762502082227,0.997045307769,0.152597207267
1776788777.504925966,VIO,,,,,,,,,2.00348410334,1.31010069583,1.41329118968,0.00934113051764,-0.0028244420848,0.0776964342975,0.996929300354,0.155492647241
1776788777.504925966,GT,2.00325059891,1.02200722694,1.43528592587,0.0128808470862,-0.00260410566626,0.111524483784,0.993674821033,0.223432637498,,,,,,,,
1776788777.510928869,VIO,,,,,,,,,2.00342386604,1.31457655324,1.41386336705,0.0100869852421,-0.00309769337486,0.0806238291868,0.996688745392,0.16135537445
1776788777.516928911,VIO,,,,,,,,,2.0033630976,1.31904255886,1.41444599513,0.0106624892227,-0.00331979716933,0.0835906390886,0.996437602325,0.167300135381
1776788777.525926828,VIO,,,,,,,,,2.00327134003,1.32572310358,1.41534180453,0.0111826049566,-0.00353278241987,0.0881101150529,0.996041704157,0.176363658221
1776788777.525926828,GT,2.00332403183,1.02202582359,1.4386074543,0.0155147215992,-0.00352097679424,0.123272833825,0.992245368481,0.247044060874,,,,,,,,
