round,config,posRMSE,posMax,att_r,att_p,att_y,n,coverage,gt_dist,valid,converged,acc_cov,gyr_cov,b_acc_cov,b_gyr_cov,imu_int_frame,img_point_cov,patch_size,patch_pyr_level,vio_max_iter,inv_expo_cov,exposure_est_en,imu_time_offset,img_time_offset,lidar_time_offset,dept_err,beam_err,dept_err_rel,min_eigen_value,voxel_size,max_layer,max_points_num,lio_max_iter,point_filter_num,filter_size_surf,blind,gravity_align_en
v7,fs020_vox03_v1000_be005_pf3_mp100_ga0,0.1519,0.3073,0.592,0.55,1.29,457,0.936,5.043,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.2,0.2,False
v7,fs020_vox05_v100_be005_pf1_mp50_ga0,0.1522,0.3399,1.173,0.6,1.083,458,0.937,5.041,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,False
v7,fs025_vox05_v1000_be010_pf1_mp100_ga0,0.1522,0.3599,0.862,0.578,1.252,452,0.938,5.032,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,1,0.25,0.2,False
v8,fs015_vox040_mp100_ps8_pl4_if30,0.1524,0.4053,1.609,0.581,1.174,452,0.926,5.036,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,100,5,3,0.15,0.2,True
v7,fs025_vox03_v100_be002_pf1_mp50_ga1,0.1526,0.4911,1.494,0.52,1.281,451,0.937,5.04,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,1,0.25,0.2,True
v7,fs015_vox05_v100_be010_pf1_mp50_ga1,0.1538,0.5287,1.647,0.748,1.126,457,0.935,5.041,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,1,0.15,0.2,True
v8,fs015_vox030_mp100_ps8_pl4_if20,0.1538,0.4935,1.524,0.803,1.415,459,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,20,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,100,5,3,0.15,0.2,True
v8,fs015_vox040_mp50_ps8_pl4_if20,0.1542,0.529,1.82,0.682,1.412,451,0.923,5.037,1,1,0.1,0.1,0.0005,0.0005,20,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,50,5,3,0.15,0.2,True
v5,lo_v100_bhi_l010_d02,0.1543,0.4161,1.269,0.873,1.019,451,0.935,5.029,1,1,0.1,0.1,0.005,0.005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.02,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs015_vox05_v100_be010_pf3_mp100_ga0,0.1549,0.3311,0.725,0.761,1.109,451,0.921,5.035,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.15,0.2,False
v7,fs020_vox03_v1000_be005_pf1_mp50_ga0,0.1553,0.4035,0.64,0.489,1.467,458,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,False
v7,fs020_vox05_v100_be005_pf1_mp100_ga0,0.1554,0.4427,0.7,0.501,1.183,457,0.935,5.039,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,1,0.2,0.2,False
v8,fs015_vox025_mp50_ps8_pl4_if30,0.1554,0.5333,1.109,0.845,1.595,457,0.935,5.038,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,50,5,3,0.15,0.2,True
v7,fs015_vox05_v100_be005_pf1_mp100_ga0,0.1559,0.3377,0.994,0.907,1.516,459,0.937,5.037,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,1,0.15,0.2,False
v7,fs020_vox03_v1000_be010_pf1_mp50_ga1,0.1567,0.3421,1.13,0.368,1.248,457,0.935,5.044,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,True
v7,fs020_vox03_v1000_be010_pf3_mp100_ga0,0.1573,0.3322,0.77,0.491,1.279,451,0.936,5.04,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,100,5,3,0.2,0.2,False
v7,fs015_vox03_v1000_be010_pf3_mp100_ga1,0.1586,0.3718,1.07,0.545,1.144,451,0.923,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.3,1,100,5,3,0.15,0.2,True
v8,fs020_vox025_mp100_ps8_pl4_if50,0.1589,0.3242,1.106,0.564,1.005,450,0.921,5.045,1,1,0.1,0.1,0.0005,0.0005,50,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,100,5,3,0.2,0.2,True
v7,fs025_vox03_v1000_be005_pf3_mp50_ga0,0.1591,0.3805,0.825,0.7,1.548,450,0.922,5.038,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.25,0.2,False
v7,fs025_vox05_v100_be010_pf3_mp100_ga1,0.1607,0.413,0.941,0.904,1.522,451,0.922,5.034,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.25,0.2,True
v6,imlo_v100_l010_d01_vox05_fs020_ml1,0.1613,0.443,1.52,1.142,1.256,457,0.935,5.039,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,True
v6,imlo_v100_l010_d00_vox08_fs020_ml1,0.1619,0.5876,1.502,0.826,1.268,458,0.937,5.034,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.0,0.0025,0.8,1,50,5,1,0.2,0.2,True
v6,imlo_v1000_l005_d01_vox03_fs020_ml1,0.1624,0.3605,0.946,0.634,5.788,458,0.937,5.045,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,True
v7,fs015_vox05_v100_be010_pf3_mp50_ga0,0.1625,0.3948,1.089,0.75,1.141,459,0.936,5.035,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,3,0.15,0.2,False
v7,fs020_vox05_v1000_be010_pf3_mp100_ga1,0.1625,0.386,0.588,0.542,1.567,451,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,100,5,3,0.2,0.2,True
v7,fs020_vox05_v100_be002_pf3_mp100_ga0,0.1625,0.3203,0.927,0.799,1.2,459,0.937,5.035,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.5,1,100,5,3,0.2,0.2,False
v7,fs020_vox03_v1000_be002_pf1_mp50_ga1,0.1636,0.354,1.097,0.448,1.059,457,0.948,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,50,5,1,0.2,0.2,True
v8,fs015_vox025_mp100_ps8_pl4_if50,0.1642,0.5977,1.205,0.803,1.664,457,0.935,5.036,1,1,0.1,0.1,0.0005,0.0005,50,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.25,1,100,5,3,0.15,0.2,True
v8,fs015_vox030_mp50_ps8_pl4_if50,0.1647,0.5805,1.174,0.531,1.345,451,0.935,5.035,1,1,0.1,0.1,0.0005,0.0005,50,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.15,0.2,True
v6,imlo_v100_l010_d01_vox08_fs020_ml3,0.1658,0.5063,1.602,0.685,2.472,452,0.936,5.036,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.01,0.02,0.05,0.01,0.0025,0.8,3,50,5,1,0.2,0.2,True
v7,fs025_vox05_v100_be010_pf3_mp50_ga1,0.1664,0.4751,1.76,0.934,1.065,457,0.945,5.036,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.1,0.01,0.0025,0.5,1,50,5,3,0.25,0.2,True
v6,imlo_v1000_l005_d01_vox03_fs020_ml2,0.1668,0.3896,1.064,0.711,3.276,453,0.938,5.03,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,2,50,5,1,0.2,0.2,True
v8,fs015_vox040_mp50_ps8_pl4_if50,0.1668,0.5186,1.487,0.545,1.336,457,0.935,5.039,1,1,0.1,0.1,0.0005,0.0005,50,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.4,1,50,5,3,0.15,0.2,True
v7,fs015_vox05_v1000_be005_pf3_mp100_ga1,0.1678,0.3254,1.209,0.53,1.359,460,0.937,5.031,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,100,5,3,0.15,0.2,True
v6,imlo_v100_l005_d01_vox05_fs020_ml1,0.1679,0.5267,1.688,2.336,5.717,459,0.937,5.042,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.5,1,50,5,1,0.2,0.2,True
v7,fs020_vox03_v1000_be002_pf1_mp100_ga1,0.1683,0.3663,1.263,0.456,1.131,451,0.936,5.037,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.02,0.01,0.0025,0.3,1,100,5,1,0.2,0.2,True
v6,imlo_v100_l005_d00_vox08_fs020_ml2,0.1688,0.4851,1.37,1.891,9.73,461,0.938,5.045,1,1,0.1,0.1,0.0005,0.0005,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.0,0.0025,0.8,2,50,5,1,0.2,0.2,True
v5,mid_v100_bmid_l005_d03,0.1696,0.5605,2.161,1.282,1.67,458,0.936,5.037,1,1,0.5,0.3,0.001,0.001,30,100,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.03,0.0025,0.5,2,50,5,1,0.1,0.2,True
v7,fs020_vox03_v1000_be005_pf3_mp50_ga0,0.1714,0.3487,0.575,0.545,1.404,457,0.935,5.035,1,1,0.1,0.1,0.0005,0.0005,30,1000,8,4,5,0.1,True,0.0,0.0,-0.005,0.02,0.05,0.01,0.0025,0.3,1,50,5,3,0.2,0.2,False
